Area_sqft,Bedrooms_BHK,Age_of_house,Floors,Distance_to_city_center_km,Property_tax_value,Location,House_type,Facing_direction,Furnishing,Nearby_schools_rating,Crime_rate,Parking_available,Road_width_ft,Amenities,Nearby_hospital_distance_km,Nearby_main_road_distance_km,Nearby_bus_stop_distance_km,Nearby_metro_distance_km,Traffic_density,Pollution_index,Demand_index,Appreciation_rate,Competitor_properties_nearby,Loan_amount,Loan_approved,Down_payment,Monthly_EMI,Household_income,Seller_type,Renovation_required,Condition_rating,Construction_material,Water_supply_type,Electricity_backup,Price_range_class,Sold
3095,1,33,2,12.7,24407,Pune,Studio,East,Unfurnished,2.9,6,No,61,"Playground,Gym,Garden",13.94,3.84,3.06,2.13,4.8,71.6,6.28,10.73,13,2086844,1,1494368,178794,241552,Builder,1,3,Concrete,Borewell,No,2,0
1895,2,46,4,28.27,8198,Bangalore,Villa,North,Unfurnished,3.9,8.5,Yes,73,"Playground,Gym",1.43,5.77,0.31,0.77,6.1,134.7,7.39,4.15,11,3527385,0,1140321,160288,91759,Builder,0,2,Concrete,Borewell,Yes,1,0
5658,4,5,2,26.21,18339,Delhi,Villa,North,Semi Furnished,1.1,4.5,Yes,95,"Security,Lift",2.45,5.64,2.89,5.55,1.9,27.4,4.14,11.82,0,4786561,0,863250,172362,369351,Builder,0,4,Mixed,Both,No,2,1
791,1,4,3,4.1,15433,Delhi,Apartment,East,Fully Furnished,1.5,4.2,Yes,47,"Gym,Lift,Garden",11.51,1.53,1.1,6.46,6.2,197.8,2.06,1.1,12,509556,0,1259090,76281,371430,Builder,0,4,Concrete,Both,Yes,0,0
4914,2,45,1,23.3,29484,Bhubaneswar,Duplex,East,Unfurnished,2.6,7.1,Yes,80,"Gym,Lift,Security",13.38,2.48,2.37,3.84,5.4,140,4.9,6.76,13,4920964,0,161834,113628,259590,Agent,0,1,Brick,Both,No,2,0
4874,5,40,2,6.32,29880,Bhubaneswar,Villa,East,Fully Furnished,1.4,4.3,Yes,13,"Playground,Pool,Security",3.14,1.48,2.88,6.53,6,103.9,7.3,7.92,11,3671659,0,1783040,142950,315729,Builder,1,2,Brick,Municipal,No,2,1
3961,2,39,2,10.46,12401,Delhi,Studio,South,Semi Furnished,4.8,5.6,No,58,"Garden,Playground",1.26,0.39,3.33,7.2,7.9,81.5,4.94,14.05,13,2655174,1,399560,53287,259256,Agent,1,2,Mixed,Both,Yes,2,0
2678,1,28,1,18.64,3617,Chennai,Apartment,North,Fully Furnished,3,2.6,No,76,"Garden,Gym",2.46,5.97,0.46,3.56,3.2,183.6,4.67,1.01,4,2282151,1,780945,64016,163360,Agent,0,1,Mixed,Borewell,No,1,0
3499,3,34,3,4.82,8080,Chennai,Villa,South,Fully Furnished,2.5,3.6,No,34,"Pool,Gym,Security,Garden",10.86,6.32,4.25,7.47,5.2,155.8,6.76,3.19,7,3249360,1,902537,16904,351171,Builder,1,3,Brick,Both,No,2,1
600,4,17,2,39.75,14234,Pune,Studio,North,Unfurnished,4.9,2.8,No,94,"Lift,Playground,Gym,Pool",13.4,3,4.72,1.33,5.4,171.3,1.13,10.39,1,251882,1,371521,187517,438666,Agent,0,2,Mixed,Municipal,Yes,0,1
5275,5,39,1,7.03,15870,Mumbai,Duplex,South,Fully Furnished,3.6,8.6,No,73,"Garden,Security,Gym",10.88,2.62,3.52,5.24,7.6,57.1,7.03,9.15,8,3089644,0,1988940,189007,325078,Builder,1,1,Brick,Borewell,Yes,2,1
3504,2,47,4,31.36,3899,Mumbai,Studio,North,Fully Furnished,3.1,8.2,No,33,"Lift,Garden,Gym,Security",5.81,3.35,3.06,3.53,6.5,195.2,1.5,7.08,4,949909,1,802404,25351,275303,Builder,1,3,Mixed,Both,Yes,2,0
4998,1,29,1,33.28,17138,Delhi,Studio,East,Unfurnished,2,4.5,No,74,"Security,Lift,Pool",9.26,4.44,3.13,0.86,8.9,21.8,9.96,12.11,2,71123,1,199594,83533,344811,Agent,1,3,Mixed,Both,Yes,2,0
2854,1,14,4,39.78,4034,Delhi,Studio,North,Unfurnished,2,5,No,61,"Security,Gym,Playground",7.88,6.91,3.52,7.45,1.6,141,1.05,4.75,0,2313253,1,813187,52336,482479,Builder,1,1,Concrete,Borewell,Yes,1,0
4045,4,14,2,17.43,13763,Delhi,Independent House,South,Semi Furnished,2.4,4.7,No,60,"Clubhouse,Gym,Security,Lift",8.05,6.11,4.41,6.33,3.3,114,6.01,2.86,2,289975,1,99397,138509,175891,Builder,0,2,Mixed,Both,No,2,0
1204,1,15,2,35.03,15983,Kolkata,Villa,West,Unfurnished,4,2.7,Yes,80,"Gym,Pool",12.47,1.22,0.84,4.42,3.5,136,8.88,9.44,0,3933018,0,1789449,157791,179300,Builder,1,1,Brick,Municipal,No,0,1
3131,1,32,2,38.32,24706,Chennai,Studio,North,Fully Furnished,4.3,8.1,Yes,34,"Lift,Clubhouse,Security",14.36,6.15,0.27,5.97,8.5,170.8,8.1,8.51,12,2928590,1,1400337,159979,231182,Agent,1,2,Concrete,Both,Yes,2,0
3173,4,9,3,7.33,9529,Hyderabad,Apartment,South,Semi Furnished,1.8,8.5,Yes,78,"Clubhouse,Security,Garden,Playground",13.37,3.45,0.45,3.89,1.8,54.5,6.99,7.99,5,2292615,1,931446,171428,121030,Builder,0,1,Concrete,Borewell,Yes,2,1
1970,5,18,3,19.44,9375,Mumbai,Independent House,North,Unfurnished,4.3,6.5,No,59,"Security,Pool,Garden",11.5,5.66,1.46,4.73,8.5,118,1.59,8.89,14,1436441,1,1061332,144321,144845,Agent,0,1,Concrete,Municipal,No,1,1
5456,3,36,4,2.87,22357,Mumbai,Studio,South,Unfurnished,2.3,7.7,No,21,"Clubhouse,Garden,Lift",7.14,5.93,2.07,1.7,7.5,198.8,5.3,7.23,13,2824051,0,630105,35027,365929,Agent,1,3,Concrete,Both,Yes,2,1
5981,3,49,1,25.02,29528,Hyderabad,Studio,West,Unfurnished,1.8,6.9,No,29,"Lift,Garden,Clubhouse,Gym",3.95,2.71,2.38,3.96,2.8,190.5,7.66,2.66,5,4131586,0,1214322,199651,154090,Builder,0,4,Mixed,Municipal,No,2,0
3090,2,2,4,23.47,19109,Delhi,Villa,North,Semi Furnished,1.8,1.9,No,63,"Lift,Garden",5.95,0.29,1.2,1.72,7,29.7,7.21,8.8,9,769925,0,1300470,74837,388628,Owner,0,1,Concrete,Borewell,No,2,1
4240,5,35,1,8.56,5503,Bangalore,Independent House,East,Semi Furnished,2.9,6,Yes,21,"Clubhouse,Garden,Security,Pool",13.03,2.62,0.47,7.7,2.7,159.1,6.93,1.17,9,1149181,1,472615,165327,103116,Owner,0,2,Brick,Municipal,No,2,0
1428,2,3,2,32.02,13719,Mumbai,Studio,South,Unfurnished,4.1,4.1,Yes,37,"Garden,Gym,Pool",0.61,0.31,1.32,3.58,3.5,178.1,6.98,14.16,14,198077,0,500940,26650,65929,Builder,0,2,Brick,Municipal,Yes,0,1
902,3,10,1,1.97,17863,Chennai,Studio,South,Semi Furnished,3.3,3,Yes,59,"Gym,Pool,Clubhouse,Garden",5.16,3.65,3.88,3.45,7,140.9,8.36,12.98,3,4284527,0,1191887,153086,93877,Builder,0,4,Concrete,Municipal,Yes,0,1
4893,4,40,3,32.35,10031,Hyderabad,Duplex,West,Fully Furnished,2.9,7,No,28,"Lift,Garden",7.59,6.65,3.09,7.75,3.6,45.3,7.41,4.61,8,3495973,1,267981,54237,66114,Builder,1,3,Brick,Borewell,Yes,2,0
1270,1,32,1,1.55,27753,Chennai,Apartment,East,Fully Furnished,1.1,9,No,63,"Gym,Garden",1.08,6.21,3.73,7.58,1.5,66.9,2.75,5.88,7,742388,1,1116035,144771,185144,Owner,1,1,Mixed,Borewell,No,0,0
4888,3,27,1,26.44,13601,Kolkata,Apartment,West,Semi Furnished,3.3,10,No,71,"Clubhouse,Lift,Garden,Security",2.02,2.75,2.68,5.92,4.2,52.8,3.17,10.32,11,1676998,0,1426453,90502,249664,Owner,0,2,Concrete,Municipal,No,2,1
606,5,31,2,3.61,20724,Delhi,Villa,North,Unfurnished,3.7,6.2,No,16,"Garden,Pool,Gym,Playground",10.77,5.32,1.35,5.97,6.7,113.8,2.52,11.23,7,1814378,0,617897,195686,51998,Agent,1,1,Brick,Both,No,0,0
5534,3,15,2,10.42,12675,Mumbai,Independent House,West,Semi Furnished,1.4,7.1,Yes,77,"Garden,Pool,Gym",14.18,5.14,4.83,7.17,2.7,78.3,3.95,11.05,14,3258437,0,719623,174976,74304,Builder,1,2,Mixed,Both,Yes,2,1
1884,5,8,3,29.02,8539,Pune,Studio,South,Semi Furnished,4.8,6.9,No,96,"Gym,Pool,Playground",10.28,4.09,4.26,7.73,8.2,61,6.54,1.68,5,755805,1,321469,49256,326705,Owner,0,3,Concrete,Municipal,No,1,0
1263,5,10,1,11.58,14453,Chennai,Independent House,North,Unfurnished,1.4,7.3,No,50,"Lift,Gym,Security,Garden",3.92,4.96,4.56,7.07,2.1,111.4,7.28,8.57,10,1916032,1,362327,27995,190941,Owner,0,1,Mixed,Municipal,Yes,0,1
3190,5,5,1,20.69,21425,Hyderabad,Villa,North,Unfurnished,3.8,3.2,Yes,89,"Security,Clubhouse",4.82,6.33,1.15,0.29,7.2,104.6,3.15,1.96,12,1779009,1,1506775,162403,175724,Builder,1,1,Mixed,Both,No,2,1
963,2,48,1,36.65,25484,Pune,Duplex,East,Fully Furnished,3.1,2.4,No,50,"Gym,Garden",9.3,2.04,3.52,5.44,3.9,72.3,5.04,6.77,12,4586631,0,1528816,44432,253381,Owner,0,3,Mixed,Borewell,No,0,0
5516,4,26,2,2.46,19943,Bangalore,Villa,South,Fully Furnished,4.5,4.7,Yes,91,"Lift,Garden,Gym,Playground",14.79,1.31,2.79,7.66,6,53.3,3.66,13.26,9,1579611,0,1228349,195797,340338,Owner,0,1,Brick,Borewell,Yes,2,1
4591,3,11,3,32.54,18333,Bangalore,Apartment,West,Semi Furnished,2.7,5.2,No,53,"Security,Playground",9.97,2.32,1.15,1.88,9.4,73.1,4.11,11.55,2,2136888,0,672920,178970,465832,Agent,1,3,Mixed,Borewell,Yes,2,1
2157,4,21,1,3.08,18784,Delhi,Duplex,West,Fully Furnished,3,7.9,Yes,45,"Lift,Pool",1.71,4.32,4.11,4.43,9.8,90.5,5.03,13.17,14,3141120,1,1221977,6784,113347,Owner,0,2,Brick,Borewell,No,1,0
2078,1,39,1,5.51,6210,Mumbai,Studio,North,Unfurnished,3.2,6.6,No,67,"Clubhouse,Playground",3,3.43,0.12,7.97,5.8,50.1,9.09,8.3,4,887975,0,1735311,87727,63297,Builder,0,2,Concrete,Municipal,Yes,1,0
3642,3,47,1,5.21,21715,Mumbai,Villa,East,Unfurnished,4.5,6,No,20,"Gym,Lift,Security",10.84,4.74,0.94,4.51,2.3,121.3,3.42,11.92,12,2941986,0,1541447,20314,119552,Agent,0,4,Concrete,Both,Yes,2,0
5036,4,36,1,39.77,29441,Pune,Independent House,East,Fully Furnished,4.2,5.5,No,32,"Gym,Clubhouse,Security",11.27,3.18,0.92,2.68,8.7,127.9,9.81,7.08,5,1125376,0,108534,84750,149003,Builder,1,1,Concrete,Municipal,Yes,2,1
1459,4,20,3,7.62,6971,Delhi,Independent House,South,Semi Furnished,2.1,3,Yes,96,"Playground,Security,Gym,Lift",1.62,4.59,2.94,6.05,7.7,67.9,4.16,1.56,12,2777617,1,145172,19367,53211,Builder,1,4,Mixed,Borewell,No,0,0
5679,1,32,3,35.92,19633,Delhi,Apartment,South,Fully Furnished,4.8,4.4,No,21,"Clubhouse,Pool,Playground",8.89,0.71,2.61,7.91,5.7,65.3,1.97,2.62,0,2783870,1,1431299,132630,498070,Agent,0,2,Brick,Borewell,Yes,2,1
2122,5,16,3,39.64,27189,Delhi,Apartment,South,Unfurnished,4,2,No,76,"Clubhouse,Playground,Security",12.4,3.09,4.65,0.72,3.8,105,5.18,9,7,3037852,0,23629,158855,119353,Agent,1,2,Concrete,Both,Yes,1,1
3714,3,28,2,15.66,17845,Kolkata,Apartment,North,Fully Furnished,1,1.6,Yes,93,"Garden,Lift,Gym",3.27,4.56,4.16,1.09,5.2,94.4,6.62,5.76,7,2594041,1,278392,94219,260982,Builder,0,2,Concrete,Both,No,2,0
3557,3,39,1,25.43,6226,Chennai,Apartment,South,Fully Furnished,1.7,1.1,Yes,96,"Playground,Security,Lift,Gym",10.73,2.11,1.72,4.72,4.1,46,1.93,2.28,14,737534,1,1952050,179437,286411,Owner,1,1,Brick,Borewell,No,2,1
3025,1,9,1,31.27,24791,Bhubaneswar,Studio,East,Unfurnished,4.4,1.8,No,44,"Playground,Lift",6.47,2.33,2.69,6.11,7.7,183.8,3.22,11.1,2,4385142,0,1226888,12292,237664,Agent,0,2,Brick,Both,Yes,2,1
3129,5,17,1,16.01,24027,Kolkata,Duplex,South,Semi Furnished,3.6,6.4,No,75,"Clubhouse,Security",10.01,0.24,1.62,6.14,7.7,79.7,3.18,2.55,13,3992954,0,784070,140908,122619,Agent,1,4,Mixed,Borewell,No,2,1
1997,3,46,1,6.89,3954,Mumbai,Apartment,East,Unfurnished,2,9.7,No,53,"Playground,Clubhouse,Garden,Security",8.62,5.53,1.08,4.22,1.1,131.8,3.5,1.22,13,3209528,0,524816,180361,462027,Owner,1,1,Mixed,Both,Yes,1,1
3460,3,12,4,17.63,25361,Pune,Villa,South,Fully Furnished,1.7,1.3,Yes,62,"Garden,Pool",14.1,3.45,3.09,7.74,2.1,52.3,1.63,3.29,7,1872778,0,1117502,44623,79257,Builder,0,2,Brick,Municipal,Yes,2,1
3093,3,26,3,30.99,10540,Chennai,Studio,South,Unfurnished,1.6,8,Yes,46,"Playground,Garden,Pool",2.78,1.25,4.14,5.25,5.7,88.1,3.63,5.42,2,2875970,0,1914538,73593,320603,Owner,0,2,Mixed,Both,No,2,1
5291,5,9,4,31.34,12710,Bangalore,Duplex,North,Semi Furnished,2.3,7,Yes,33,"Clubhouse,Security",3.58,4.45,0.25,3.87,8.4,51.2,3.38,14.16,8,2047154,0,418978,100414,225878,Agent,1,4,Mixed,Municipal,No,2,0
5547,1,31,4,9.61,26736,Hyderabad,Studio,East,Semi Furnished,4.6,8.7,No,92,"Gym,Playground",3.07,0.92,0.34,4.58,9.6,172.8,4.47,12.55,8,2298162,1,1768597,85443,223456,Agent,1,2,Mixed,Borewell,No,2,1
4027,3,40,2,7.41,10305,Mumbai,Independent House,North,Semi Furnished,2.4,9.5,No,98,"Playground,Pool",10.66,3.31,0.28,6.49,6.6,125.3,9.9,10.96,10,389435,1,1453902,119399,88220,Builder,1,2,Brick,Borewell,No,2,0
1763,4,44,2,36.86,8161,Kolkata,Studio,East,Semi Furnished,3.6,8.3,Yes,14,"Security,Gym,Playground,Lift",3.18,1.03,3.54,7.23,3.9,102.6,3.19,10.03,12,3949999,1,999285,172376,245274,Builder,0,3,Brick,Municipal,Yes,1,0
2381,5,2,1,2.24,25655,Bangalore,Studio,South,Fully Furnished,1.4,8.2,No,83,"Pool,Security,Lift",6.52,4.77,1.81,6.66,3.1,41.7,6.18,10.98,9,2260200,0,204988,65487,126724,Agent,0,1,Brick,Borewell,Yes,1,1
5850,2,21,4,29.52,7461,Bangalore,Independent House,North,Fully Furnished,3.1,1.8,No,38,"Playground,Gym,Lift",13.34,1.41,3.57,4.77,8.6,42.4,4.53,11.64,2,1314584,0,1737137,54244,462093,Builder,1,4,Brick,Both,Yes,2,0
2063,1,26,4,2.33,11677,Bhubaneswar,Independent House,South,Fully Furnished,2.4,4.2,Yes,60,"Lift,Clubhouse",4.53,6.68,1.19,0.65,8.7,156.4,6.45,14.91,11,848763,1,1049159,21084,308295,Builder,1,2,Brick,Both,Yes,1,0
1929,4,2,3,33.6,3628,Hyderabad,Independent House,South,Fully Furnished,1.6,6.5,Yes,81,"Pool,Gym,Clubhouse",2.67,4.25,0.15,5.86,5.5,100.3,7.31,8.72,6,2617949,0,1891879,75857,370097,Owner,0,1,Concrete,Both,Yes,1,0
2438,3,32,4,36.26,9980,Mumbai,Studio,West,Semi Furnished,4.2,1.2,Yes,27,"Lift,Gym,Clubhouse,Pool",8.23,0.25,3.36,6.1,5.6,68.3,7.99,4.36,5,3451600,0,1362706,81332,332972,Builder,1,1,Mixed,Municipal,No,1,1
5992,2,1,2,12.25,6238,Pune,Independent House,East,Semi Furnished,4.3,5.3,No,38,"Security,Lift,Gym,Garden",10,3,1.05,0.8,3,27.8,9.68,1.44,1,4666903,1,367714,129930,241222,Agent,1,2,Mixed,Municipal,No,2,0
3702,1,10,4,3.42,16124,Bhubaneswar,Apartment,East,Fully Furnished,2.2,1.1,Yes,86,"Lift,Garden",7.7,1.21,2.83,2.59,5.1,131.7,4.44,4.83,14,1593636,0,600785,164756,281660,Owner,0,3,Concrete,Municipal,No,2,0
2637,5,45,2,19.49,13875,Delhi,Villa,East,Fully Furnished,3.6,7.7,No,42,"Pool,Lift",8.42,4.28,2.23,0.77,6.6,137.7,1.12,8.42,4,1926343,0,230941,124872,321482,Builder,1,4,Brick,Borewell,Yes,1,1
5904,2,9,1,12.29,24980,Bhubaneswar,Villa,East,Unfurnished,2.6,3.4,No,50,"Clubhouse,Playground,Garden,Pool",3.3,5.38,4.46,3.31,4.4,63.4,6.33,5.44,13,1161645,0,1681700,142995,127038,Agent,0,2,Concrete,Municipal,No,2,1
5896,2,38,2,16.98,20882,Mumbai,Independent House,East,Semi Furnished,1.2,7.8,No,10,"Clubhouse,Security",4.77,2.23,0.29,4.36,9,82.7,1.55,2.4,9,2394243,0,979182,5359,420638,Owner,1,2,Concrete,Both,No,2,0
1706,4,32,1,26.77,3995,Bhubaneswar,Duplex,North,Fully Furnished,2.7,5.3,No,72,"Clubhouse,Garden",10.06,4.76,2.29,1.44,8.9,45,2.68,12.27,5,462033,1,887095,121781,168197,Agent,1,2,Mixed,Borewell,Yes,1,1
4429,1,6,3,8.79,12301,Kolkata,Studio,East,Fully Furnished,3.3,2,Yes,91,"Gym,Clubhouse",12.2,6.11,4.21,4.85,9.3,22.5,7.9,8.97,1,2397859,1,1559858,146062,280256,Builder,0,2,Brick,Borewell,No,2,1
3075,4,14,1,14.6,2595,Mumbai,Villa,North,Fully Furnished,2.2,9.3,Yes,89,"Gym,Clubhouse",5.73,6.35,3.43,6.16,1.2,98.9,3.46,6.99,5,4746334,1,1864083,90944,79965,Builder,0,4,Concrete,Municipal,No,2,0
5468,4,25,4,31.41,19323,Mumbai,Apartment,West,Fully Furnished,4.8,7.3,No,33,"Lift,Clubhouse,Playground",10.79,0.95,4.4,7.05,1.9,191,4.88,6.32,7,2106513,0,1402554,63879,486306,Owner,1,1,Concrete,Both,Yes,2,1
1682,3,10,2,25.93,19683,Pune,Duplex,West,Fully Furnished,3.2,7.5,No,50,"Clubhouse,Security,Garden",3.37,2.55,4.96,6.94,2,146.3,2,9.5,9,4804812,0,1472004,91398,311637,Owner,0,4,Concrete,Borewell,Yes,1,1
1109,5,37,1,13.39,23798,Bhubaneswar,Duplex,North,Semi Furnished,2.5,3.1,Yes,63,"Pool,Garden,Security,Gym",4.81,1.98,2.83,5.33,6.3,170.6,3.16,9,13,4450553,1,1036919,190816,190096,Owner,0,3,Mixed,Both,Yes,0,1
5975,2,26,1,26.74,27728,Bhubaneswar,Apartment,West,Unfurnished,3.9,2.1,Yes,15,"Pool,Clubhouse,Gym",0.59,4.04,1.79,5.54,2.5,184.7,8.48,13.12,10,4086510,0,1507284,127412,135239,Owner,1,1,Concrete,Borewell,Yes,2,0
5930,1,38,1,30.73,15378,Kolkata,Studio,North,Unfurnished,2.4,9.6,Yes,67,"Pool,Security",3.69,5.73,0.5,1.01,5.5,25.8,2.23,6.21,1,4881481,0,109333,15922,300468,Builder,0,3,Concrete,Borewell,No,2,0
5144,5,6,1,23.9,28670,Hyderabad,Studio,East,Unfurnished,1.1,4.1,No,98,"Lift,Security",11.55,4.54,3.18,1.84,8.3,25.1,6.69,13.84,8,4310815,0,1468355,129320,344780,Builder,1,2,Concrete,Both,Yes,2,1
4813,5,0,1,9.96,5016,Bangalore,Independent House,North,Semi Furnished,1,3.1,No,27,"Lift,Playground",1.73,6.88,3.91,7.72,7.3,43.6,7.06,9.62,6,2124775,1,795453,175209,334515,Builder,1,2,Mixed,Both,Yes,2,0
4148,1,9,1,0.51,11589,Hyderabad,Apartment,West,Fully Furnished,2.2,8.9,No,78,"Lift,Gym,Garden",1.63,0.37,2.55,7.99,3.4,121.2,1.48,8.97,3,4708702,0,1986078,159059,185739,Owner,0,3,Brick,Both,No,2,1
5753,5,20,2,32.21,4869,Chennai,Apartment,North,Unfurnished,1.6,5.2,No,84,"Gym,Garden,Clubhouse",9.77,1.47,1.1,0.27,6,22.2,4.34,8.07,9,2909765,1,431918,31915,38557,Agent,0,1,Mixed,Both,No,2,1
5179,3,14,4,32.99,14947,Mumbai,Apartment,West,Fully Furnished,2.4,6.9,No,55,"Lift,Gym",7.75,5.97,4.53,6.13,6.6,32.9,4.75,10.82,13,1937403,0,1563366,156725,30740,Agent,1,3,Brick,Borewell,No,2,0
1063,5,29,4,28.06,17097,Bangalore,Independent House,South,Unfurnished,4.1,3.4,Yes,55,"Garden,Playground,Security,Pool",11.73,2.81,4.49,5.09,4.7,94.2,2.15,10.12,6,1866051,0,88760,169976,359542,Builder,1,4,Concrete,Both,Yes,0,1
2398,3,29,1,3.52,11352,Hyderabad,Villa,North,Semi Furnished,2.2,9.7,No,19,"Lift,Garden",6.17,5.47,1.98,0.35,2.3,110.1,2.93,10.88,14,4963373,1,1976660,152872,419970,Builder,1,2,Mixed,Borewell,Yes,1,1
3845,2,7,2,23.62,17454,Pune,Studio,South,Unfurnished,3.2,5.3,No,91,"Gym,Lift,Garden",8.65,6.8,3.32,4.67,8.8,45.9,2.61,2.39,9,492686,0,766982,186262,426328,Agent,1,2,Mixed,Borewell,No,2,1
4143,2,23,1,32.93,8381,Bangalore,Independent House,West,Unfurnished,4.7,4.8,No,32,"Pool,Clubhouse",14.14,4.17,3.87,4.77,9,179.7,8.89,11.85,2,4442637,1,717287,49104,141774,Agent,1,1,Concrete,Borewell,Yes,2,1
1895,4,18,3,15.89,27371,Bangalore,Independent House,East,Fully Furnished,3.8,1.6,No,46,"Playground,Lift",13.11,4.7,0.6,2.76,8.3,148.5,9.72,6.45,9,3647086,0,229081,150013,346051,Builder,0,1,Brick,Both,No,1,0
3704,3,2,4,8.32,18191,Chennai,Independent House,North,Fully Furnished,3.2,7.4,Yes,97,"Lift,Security,Playground",9.22,2.75,4.24,7.38,8.8,66.3,4.51,3.87,14,1860129,0,1908497,136237,132964,Owner,0,1,Concrete,Both,Yes,2,0
4163,2,14,1,23.71,6130,Kolkata,Apartment,East,Unfurnished,4.5,5.9,No,41,"Pool,Lift",7.45,6.3,3.69,7.96,7,110.6,4.69,1.29,0,4982560,1,72599,193869,454242,Builder,0,1,Concrete,Borewell,Yes,2,1
5632,5,35,2,33.14,25847,Mumbai,Independent House,East,Semi Furnished,2.3,9.7,Yes,42,"Clubhouse,Lift",1.2,4.73,2.66,7.41,4.7,32.3,2.07,11.14,3,2425064,0,128335,137314,348776,Owner,0,3,Mixed,Municipal,No,2,0
2253,1,5,4,2.43,4917,Kolkata,Villa,East,Semi Furnished,1.8,2.1,Yes,53,"Garden,Gym,Playground",8.15,4.27,4.61,0.14,2,105.3,9.79,12.54,0,2953890,0,1308966,185083,256734,Builder,1,4,Concrete,Borewell,No,1,0
5059,1,41,2,24.08,29115,Pune,Duplex,West,Fully Furnished,4,4.5,No,81,"Security,Playground,Lift,Gym",7.3,0.29,3.95,1.99,8.3,81.4,1.9,6.09,7,729072,1,864934,50624,384038,Agent,1,3,Brick,Municipal,No,2,0
1691,3,49,3,25.91,6353,Bangalore,Independent House,West,Unfurnished,1.2,3.3,Yes,54,"Pool,Playground,Lift",13.99,3.51,2.51,4.31,3.4,187,2.29,3.56,3,1948588,1,1930407,135631,163201,Owner,0,3,Mixed,Both,Yes,1,1
3981,4,47,1,24.29,12626,Chennai,Villa,South,Unfurnished,2.7,7,Yes,24,"Clubhouse,Gym",6.37,6.97,4.4,6.3,2.5,157.4,6.73,6.62,6,2240524,0,1005010,51520,40376,Owner,0,4,Concrete,Borewell,No,2,1
3857,5,17,3,26.18,6365,Hyderabad,Apartment,South,Unfurnished,2.1,1.6,Yes,48,"Gym,Pool",9.51,3.2,4.39,1,4.6,86.9,2.28,3.81,11,4161752,0,234876,97849,140358,Builder,1,4,Mixed,Municipal,No,2,1
2036,3,37,4,25.44,28576,Chennai,Duplex,South,Semi Furnished,4.9,9.9,No,41,"Lift,Gym,Playground",13.76,6.7,3.14,4.54,7,50.2,6.7,11.08,10,528335,1,422246,157421,461458,Owner,0,4,Concrete,Borewell,No,1,0
4096,1,18,1,5.65,17202,Bhubaneswar,Studio,East,Semi Furnished,2.5,7.4,Yes,40,"Playground,Pool,Gym",3.32,6.87,4.44,1.88,6.1,195,3.17,14.81,1,4046609,1,1841401,196375,230753,Owner,0,2,Concrete,Borewell,Yes,2,1
3399,3,48,4,9.78,21502,Kolkata,Studio,South,Unfurnished,3.7,4.4,No,77,"Security,Clubhouse,Lift",5.95,4.56,3.68,3.31,5.9,170.6,7.05,1.64,2,3027733,0,1859831,15942,371963,Builder,0,3,Concrete,Municipal,Yes,2,0
3552,5,49,1,24.95,25133,Chennai,Apartment,North,Unfurnished,2.1,4.3,Yes,23,"Garden,Security,Pool,Gym",5.79,2.17,0.57,7.51,2.1,80.6,3.19,6.75,7,2856722,0,591954,44519,429417,Builder,1,3,Brick,Borewell,Yes,2,0
1098,2,29,2,1.2,12933,Kolkata,Apartment,West,Semi Furnished,4.9,5.3,No,23,"Clubhouse,Playground,Security,Gym",4.61,1.45,4.4,2.94,2.4,96.5,8.12,9.76,2,2687232,0,375451,81142,19184,Agent,0,4,Mixed,Municipal,No,0,1
2560,5,12,4,25.57,11145,Bangalore,Studio,South,Fully Furnished,1.7,7.3,Yes,60,"Lift,Clubhouse",13.01,3.87,3.78,4.99,1.2,122.8,4.29,3.87,5,3023695,1,1903766,180019,335641,Owner,0,1,Brick,Both,Yes,1,0
4497,2,38,3,26.78,28301,Delhi,Apartment,West,Unfurnished,4.6,6.3,No,51,"Clubhouse,Lift,Gym,Garden",10.37,0.82,1.73,1.59,3.2,76.7,6.14,11.59,11,1473915,0,180443,50223,90295,Builder,1,2,Mixed,Borewell,Yes,2,0
5137,2,11,3,9.95,28086,Delhi,Studio,East,Semi Furnished,2.8,5.4,No,86,"Lift,Clubhouse",14.64,3.59,0.8,0.71,5.9,57.9,9.58,12.33,6,4711396,1,698048,92045,195959,Owner,1,4,Concrete,Both,Yes,2,0
1254,2,33,2,24.13,11778,Chennai,Apartment,West,Fully Furnished,2.7,2.8,No,59,"Gym,Garden",12.37,4.64,0.47,7.33,2.1,137.6,9,3.62,8,1977856,0,23286,69602,356101,Builder,1,1,Brick,Municipal,No,0,0
3874,3,11,2,21.6,20125,Delhi,Studio,North,Semi Furnished,3.8,2.6,Yes,40,"Playground,Garden",13.3,3.13,4.82,7.94,2.4,188.7,8.18,7.57,7,4228786,0,627371,148030,356045,Owner,1,2,Concrete,Municipal,Yes,2,1
5649,1,43,3,10.8,18175,Chennai,Villa,West,Unfurnished,1.4,9.2,No,27,"Playground,Lift,Garden,Security",1.09,1.14,3,0.3,7.8,53.8,4.59,14.44,8,1471808,0,786670,172932,420187,Owner,0,2,Brick,Municipal,Yes,2,0
5572,3,23,2,18.79,4458,Kolkata,Apartment,West,Semi Furnished,3.2,6,Yes,93,"Gym,Clubhouse,Security",0.76,5.66,0.41,3.88,3.5,81.2,2.7,1.17,14,1097574,1,1309833,185027,470948,Agent,1,1,Mixed,Both,Yes,2,0
